date,username,comment,processed_comment
2023-10-04 03:01:07,@stevethomas7463,🤔🥴,
2023-10-03 21:54:41,@showzebjaffri1304,Awesome,awesom
2023-10-03 20:41:19,@marsinsmusic,waou,waou
2023-10-03 18:19:09,@jimgiordano2576,it works until Putin takes it down.,work putin take
2023-10-03 18:09:07,@adityakulkarni8352,"Please try to make a more general video about how internet works. Or make a number of videos explaining in detail each technology associated with internet. Like submarine cables, etc.",pleas tri make gener video internet work make number video explain detail technolog associ internet like submarin cabl etc
2023-10-03 15:12:01,@AfonsoKlein,"Amazing video and teachings, just like every other video of yours I&#39;ve seen! Thanks a lot!",amaz video teach like everi video ive seen thank lot
2023-10-03 03:33:22,@RedMartin66,Hypocrisy at its finest. I suppose the C02 caused by all of these launches is ok.,hypocrisi finest suppos c caus launch ok
2023-10-03 02:16:26,@柳暗花明又一村-x6s,"I like this video so much, hope this comment can help you!",like video much hope comment help
2023-10-02 21:25:09,@jozitro4554,Satellites are fake.🤡,satellit fake
2023-10-02 15:45:02,@Shasshank777,Why are only sinusoidal waves are used in transmission of waves?,sinusoid wave use transmiss wave
2023-10-02 14:42:16,@dheerajgk5545,This is most detailed and knowledgeable video I saw since my engineering… made me appreciate in awe the technology we take for granted .ll. Thank you for this great work,detail knowledg video saw sinc engin made appreci awe technolog take grant thank great work
2023-10-02 14:20:39,@Farrili,This is mind blowing,mind blow
2023-10-02 14:10:40,@mominkhan1210,Excellent animations behind the theoretical world of physics.,excel anim behind theoret world physic
2023-10-02 13:32:48,@vilvanesh,Awesome !,awesom
2023-10-02 07:05:14,@broken2bones,Thank you,thank
2023-10-02 06:56:57,@lilljohn2335,Awosome but what are the effects,awosom effect
2023-10-02 02:44:10,@KY4K-10,I am impressed with the Starlink technology and this well done video. Very good job!! Now we need a video on how the Starlink satellites communicate with each other.,impress starlink technolog well done video good job need video starlink satellit commun
2023-10-01 22:04:52,@augustinsoglo4243,This is so interesting.  I didn&#39;t want to miss any second of the vidéo and i didn&#39;t.  I wish you guys more success,interest didnt want miss second vidéo didnt wish guy success
2023-10-01 14:10:20,@granturismo11,Big thanks for explaining modern tech👍,big thank explain modern tech
2023-10-01 11:02:56,@olegtigipko3538,"Я просто поражён уровнем технологии. Спасибо автором канала за красивую анимацию и  подробный, интересный рассказ.",я просто поражён уровнем технологии спасибо автором канала за красивую анимацию и подробный интересный рассказ
2023-10-01 04:24:58,@stephenhines2795,Thank God for making smart people because they do things like this.,thank god make smart peopl thing like
2023-10-01 03:48:01,@tronghungdao251,❤❤❤😮😮😮,
2023-10-01 01:19:16,@anl2468,"The amount of dedication and detail of this video is out of this world, literally a master piece. Thanks.",amount dedic detail video world liter master piec thank
2023-09-30 17:43:28,@dhananjaydahariya576,Does it not get interrupted by wether like satellite TVs?,get interrupt wether like satellit tv
2023-09-30 14:18:30,@yorikb5281,amazing,amaz
2023-09-30 13:19:51,@florchavez2119,🕊❤️🥰🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,
2023-09-29 10:34:40,@414s4,"Came here for a discussion on routing, and got a lesson in RF.  The secret sauce is in the routing.",came discuss rout got lesson rf secret sauc rout
2023-09-29 05:16:23,@TurboKing12,lol,lol
2023-09-28 22:42:23,@timothymcatee220,Thanks! This was an absolute wonder of an answer to my questions! I’ll be watching many more.,thank absolut wonder answer question ill watch mani
2023-09-28 22:38:11,@JMalikZ,Madness.,mad
2023-09-28 14:31:48,@alinikpeyman1423,Such a good content👌🏻👌🏻,good content
2023-09-28 02:14:27,@Abhamrah,Hats off  really loved it,hat realli love
2023-09-28 01:32:04,@mikezulpo4435,"What a ride! Beautiful graphics! Best of all though is the narrative accompnoment. That guy could sell snow to an Eskimo!  Great material, better still is the presentation. I&#39;m hooked after trying to digest just a couple shows! Truly a gift ....",ride beauti graphic best though narr accompno guy could sell snow eskimo great materi better still present im hook tri digest coupl show truli gift
2023-09-27 20:24:21,@stephenkiss4614,nice!,nice
2023-09-27 17:11:29,@حمیدرضاکاشانی,excelent,excel
2023-09-27 11:28:41,@lacekratochvil,"A nice video, just the H.264 was a bit off. There are many video codecs (and better ones), for example for me this video was using AV1.",nice video h bit mani video codec better one exampl video use av
2023-09-27 03:41:50,@senko---san,"The &quot;creators comments&quot; subtitles are such a genius idea, and it gives me an incentive to watch the video twice, absolutely genius and awesome",creator comment subtitl geniu idea give incent watch video twice absolut geniu awesom
2023-09-27 00:40:55,@YolandaPlayne,You&#39;re going to have to make a new video with the new Starlink optical laser systems.,your go make new video new starlink optic laser system
2023-09-26 19:07:51,@Russo_0,🤯🤯🤯🤯🤯,
2023-09-26 17:50:09,@dadaburro,I freaking love these videos. I always end them astonished at how complicated simple things can be.,freak love video alway end astonish complic simpl thing
2023-09-26 12:49:02,@bloodywalkerrage,Impressive,impress
2023-09-26 09:22:05,@alisuhodluna3938,HOW TO APPLY SIR MAAM.,appli sir maam
2023-09-26 04:42:39,@saulopv,👍,
2023-09-25 20:40:57,@kahbronne7834,Incredible,incred
2023-09-25 17:55:00,@mindaugasbaliukevicius2001,What a video!,video
2023-09-25 16:20:14,@Obsidian-Nebula,"Well, nothing really is mind-blowing these days anymore. Anyway, it has to be said, this video is  absolutely beautiful, just like all Your videos",well noth realli mindblow day anymor anyway said video absolut beauti like video
2023-09-25 16:00:44,@roliveira2225,Very good!,good
2023-09-25 12:08:16,@Gonzo345,Just… congrats for the great work!,congrat great work
2023-09-25 06:44:20,@lairdwh,"I have a degree in electrical engineering, 1965. I have a PhD in astronomy 1972. I am a science, nerd, forever. So when I say, I learned a lot from this video, I mean, I learned a LOT from this video. I can’t believe that I had no idea how they encoded bits. Everything else was pretty familiar to me. Although it’s amazing to me it took them 50 years to figure out how to do it right. Because we learned this in school when I was a kid. And now I’m 78, but look what they did in 50 years. It’s amazing. I do have a question though. If the encoding of bits involves amplitude of the wave, what happens when there is moisture in the air that varies the absorption. That would change the amplitude of the wave. Perhaps it’s all about being constant over a short period of time like a millisecond.",degre electr engin phd astronomi scienc nerd forev say learn lot video mean learn lot video cant believ idea encod bit everyth els pretti familiar although amaz took year figur right learn school kid im look year amaz question though encod bit involv amplitud wave happen moistur air vari absorpt would chang amplitud wave perhap constant short period time like millisecond
2023-09-25 01:52:51,@jamespark2437,Well done!,well done
2023-09-24 15:31:03,@cabinetdoorknob1311,this is cool but I can already see how silly this video will be in 20-30 years. Just  like those 90s videos where they describe the ground breaking future tech that is dial up internet,cool alreadi see silli video year like video describ ground break futur tech dial internet
2023-09-24 12:16:39,@Unoriginal3,From 50% chance of cancer up to 100%,chanc cancer
2023-09-24 08:58:24,@guzmancean91,"PERO ESTIMADO NO SEA IGNORANTE, TODO EL INTERNET SE TRANSMITE POR CABLES EN EL FONDO DEL MAR TRANSOCEANICOS, LOS SATELITES NOOOOO EXISTENNNNNN AWACKE",pero estimado sea ignorant todo el internet se transmit por cabl en el fondo del mar transoceanico lo satelit nooooo existennnnnn awack
2023-09-24 04:27:26,@debugautam3866,"Good work, thank you.<br>Do you work in aerodynamics as well?",good work thank youdo work aerodynam well
2023-09-23 20:47:21,@ACommenterOnYouTube,Yet we can&#39;t get a cell signal past 5 miles LOL,yet cant get cell signal past mile lol
2023-09-23 20:20:36,@Nehner,Only lies,lie
2023-09-23 15:01:11,@sinnfragennachtsumdrei8028,Thank you so much for explaining this incredibly complex topic in a way that the normal person is able to grasp it. I will show this to my students. I´m sure they will enjoy it greatly.,thank much explain incred complex topic way normal person abl grasp show student im sure enjoy greatli
2023-09-23 14:41:49,@vishv9327,It&#39;s just woooow. Engineering at its best.,woooow engin best
2023-09-23 12:01:09,@yashpandit832,The best video I have seen this month!!,best video seen month
2023-09-22 15:22:21,@OfficialFlatEarthIndonesia,only troposcater connection,troposcat connect
2023-09-22 11:02:15,@MrMarkguth,Incredible explanation,incred explan
2023-09-21 20:37:53,@mohamedchikhaoui2463,That&#39;s a fine piece of engineering! Excellent video as always!,that fine piec engin excel video alway
2023-09-21 18:47:45,@trelosyiaellinika,"Thank you for this simplified yet extensive explanation. It is amazing how seemingly basic concepts of physics are put together in such a complex manner to run a sophisticated system, which the user never even realizes when tapping the screen or clicking the mouse...<br>I wonder how many light years it will take for a far away civilisation to catch some of the electromagnetic waves we&#39;ve started to emit not too long ago. Will there be any civilisation on our planet by that time???",thank simplifi yet extens explan amaz seemingli basic concept physic put togeth complex manner run sophist system user never even realiz tap screen click mousei wonder mani light year take far away civilis catch electromagnet wave weve start emit long ago civilis planet time
2023-09-21 15:40:49,@monke.2191,Mite go make myself a nice lan sanswich after that.,mite go make nice lan sanswich
2023-09-21 15:23:07,@monke.2191,Goes up and down.<br>Metal detectecter...<br>Now contiuasley round and round.,goe downmet detectecternow contiuasley round round
2023-09-21 15:20:45,@monke.2191,"A dish is not nessercery when a satelite wants you bad.<br>They fill you housevwith microwaves,then extract them.<br>You can see  the imijing on your television,a map.<br>Park your car like a dick on an angle outside,youll spot it easier",dish nesserceri satelit want badthey fill housevwith microwavesthen extract themyou see imij televisiona mappark car like dick angl outsideyoul spot easier
2023-09-21 02:22:22,@stevenkreitzer5602,Thanks for explaining this amazing technology to the public! As a physicist I appreciate your selfless efforts to keep everyone informed as to how amazing science is. This video is 100% facts and all images are real.,thank explain amaz technolog public physicist appreci selfless effort keep everyon inform amaz scienc video fact imag real
2023-09-20 16:38:08,@ignaciobravari4469,"very good video, it&#39;s so easy to learn with videos like these",good video easi learn video like
2023-09-19 16:26:36,@cleveland216..,Are Government is up to something they not telling us something 🤔,govern someth tell us someth
2023-09-19 14:59:38,@manickamm2671,❤,
2023-09-19 09:32:57,@AvyangShang,"how technology improved so fast, amazing. what a time to be alive.",technolog improv fast amaz time aliv
2023-09-19 06:56:06,@krimdelko,This inspires the study of electrical engineering,inspir studi electr engin
2023-09-19 03:00:29,@profouhbiayoub,"This is amazing finally founded a favourite show in YouTube thank you , i wonder how do you make the graphics are they already exist and you bought them or you design every animation !!!",amaz final found favourit show youtub thank wonder make graphic alreadi exist bought design everi anim
2023-09-19 01:13:35,@lifeMastery1138,next,next
2023-09-18 20:49:39,@saiyed07,"I am writing this after 1yr of this video, Starlink did an extra ordinary innovation, but @BranchEducation has created world class video to explain this innovation in amazing animation. Superb work. 👏",write yr video starlink extra ordinari innov brancheduc creat world class video explain innov amaz anim superb work
2023-09-18 14:52:10,@mihkelraag3166,Thank you,thank
2023-09-18 03:25:55,@abhayjaiswal869,Amazing,amaz
2023-09-18 03:02:39,@praneethbashitha7136,This is soo cool. Praise you for sharing this🙏,soo cool prais share
2023-09-17 23:34:07,@aol4306,Amazing!,amaz
2023-09-17 19:14:21,@nickshaw4093,"Loved the Starlink video , thank you!",love starlink video thank
2023-09-17 19:01:14,@Sporkomat,wow,wow
2023-09-17 18:33:11,@vigneshb5347,Very nice explanation of Antennae theory !,nice explan antenna theori
2023-09-17 13:19:59,@af-ih5rf,Calor flof caliksn,calor flof caliksn
2023-09-17 13:09:33,@roymr1271,Hats off to this mind blowing technology and all the hard work and efforts your team has putting into. Highest quality and explanation,hat mind blow technolog hard work effort team put highest qualiti explan
2023-09-17 11:19:24,@alfredtcole3727,When can we expect Starlink in India....,expect starlink india
2023-09-17 08:15:21,@unknownuser_0002,awesome job. thank you!!!!!❤❤❤❤❤❤❤,awesom job thank
2023-09-17 03:09:50,@projectECHO6,Excellent! thank you for the knowledge!!,excel thank knowledg
2023-09-17 03:08:37,@skypedownloader4885,"Too much (pointless)  information! You trying to teach China, Iran, India and N. Korea how to copy it, or what???😮",much pointless inform tri teach china iran india n korea copi
2023-09-16 20:15:09,@raymondmelanson8145,"Very nice explanation, but only if you are actually able to reach into orbit. But of course NASA have been able to do the second best way to boost into orbit by way of CGI. The magical way! Just like NASA is very good Hollywood way!!! They also did the 9/11 towers  the Hollywood way using moving hollowgram pictures of two planes hitting the towers and movie like scenes for the highjacked planes. You know, paid false actors like what happened many times before!!! I guess I can call this comment a believe it or not comment.😭",nice explan actual abl reach orbit cours nasa abl second best way boost orbit way cgi magic way like nasa good hollywood way also tower hollywood way use move hollowgram pictur two plane hit tower movi like scene highjack plane know paid fals actor like happen mani time guess call comment believ comment
2023-09-16 19:18:56,@sarandahofstra2544,Very cool. Nice job on the explanation. Was very nice to learn and I love how the video and animation was made to show and explain more 👏,cool nice job explan nice learn love video anim made show explain
2023-09-16 18:59:38,@raymondmelanson8145,"I have to assume the Branch of Education you&#39;re on is NASA and Hollywood. The magic of educations in this world. The same like pharmacies who provides snake oil. A bit of good to intice for the bad to go down smoothly! In the last days, God will send down strong delusions in this world. 😭",assum branch educ your nasa hollywood magic educ world like pharmaci provid snake oil bit good intic bad go smoothli last day god send strong delus world
2023-09-16 05:24:33,@RealityCollapseTheory,Exactly the. same way phased array radar,exactli way phase array radar
2023-09-16 03:32:53,@JWE2013,"This was incredibly well explained, reminded me of the movie &quot;Passengers&quot; and the voice explaining how far the ship had really travelled.",incred well explain remind movi passeng voic explain far ship realli travel
2023-09-15 19:53:26,@mirceadodan7426,"Very good job, that part with Phase Array Beam Steering was mind blowing",good job part phase array beam steer mind blow
2023-09-15 18:59:04,@RichardWoelk,"I haven&#39;t finished yet, but there&#39;s an inconsistency in the animation during the comparison to satellite TVs. In the animation, the earth is rotating opposite the satellite. Geosynchronous satellites are supposed to follow the earth&#39;s rotation.",havent finish yet there inconsist anim comparison satellit tv anim earth rotat opposit satellit geosynchron satellit suppos follow earth rotat
2023-09-15 10:57:30,@FaturLOL,pantesan lewat beranda youtube.. ternyata lagi mau masuk indonesia starlink ini..,pantesan lewat beranda youtub ternyata lagi mau masuk indonesia starlink ini
2023-09-15 10:55:49,@abrahamtorresfarah1743,I came,came
2023-09-15 04:50:29,@Carmen-no7bb,"I don&#39;t get a good internet or  phone signal , I don&#39;t believe it&#39;s to improve our signal. I&#39;m with Verizon as well.",dont get good internet phone signal dont believ improv signal im verizon well
2023-09-15 04:46:18,@Carmen-no7bb,"My son and I just seen them go bye 9/14/23, coming from N. W. By the Canadian border Bellingham WA. I don&#39;t know how I&#39;ve never seen it before been an Merchant  Seaman for 18 years &amp; always  watching the skies? I thought for a min that we were been attacted.",son seen go bye come n w canadian border bellingham wa dont know ive never seen merchant seaman year alway watch sky thought min attact
2023-09-14 15:50:32,@rajivsingh6633,This video was deeply informative for a new startup,video deepli inform new startup
2023-09-14 07:04:50,@fouratzitouni8564,"Great video, indeed mindblowing😅",great video inde mindblow
2023-09-14 05:58:51,@captainzeppos,Sent via Starlink. I had no idea. Thanks for the thorough explanation.,sent via starlink idea thank thorough explan
2023-09-14 04:20:23,@judyshamblen8890,Cool video,cool video
2023-09-13 21:15:04,@Rahuldantu,This is an amazing animated way to explain how a Starlink satellite communication system for Internet works. Really well done in terms of Engineering accuracy to simplifying it to speaking to a 12th grader (its too complicated for a 5th grader anyways),amaz anim way explain starlink satellit commun system internet work realli well done term engin accuraci simplifi speak th grader complic th grader anyway
2023-09-13 17:12:29,@gingeral253,I remember watching watching Everyday Astronauts videos on this stuff in 2019 (or was it 2018? I don’t remember) and it was crazy. I didn’t know they had a running service by now. I wonder how the rocket launches are going. All I remember was watching crash after crash in 2020.,rememb watch watch everyday astronaut video stuff dont rememb crazi didnt know run servic wonder rocket launch go rememb watch crash crash
2023-09-13 09:36:56,@matty_isthemotto,Dishy 😂😂,dishi
2023-09-13 06:33:26,@sumedhe,"Amazing. You covered everything. When I get a side problem while watching the video, in the next second you explain that like I asked from you... ❤",amaz cover everyth get side problem watch video next second explain like ask
2023-09-13 06:02:10,@cheweychoi,Great presentation here. Thanks for putting this all together ❤,great present thank put togeth
2023-09-13 04:17:53,@Jaiston,Amazing video. 🎉,amaz video
2023-09-13 04:15:01,@AliciaDay-l8w,Выкладывайте видео чаще,выкладывайте видео чаще
2023-09-13 04:04:34,@dasfahrer8187,Amazing.  🤯,amaz
2023-09-12 21:50:53,@chessdad182,"First clutter up the sky with a bunch of satellites, then wait for them to collide and make outer space a deadly space junk death trap.",first clutter sky bunch satellit wait collid make outer space deadli space junk death trap
2023-09-12 20:02:31,@SiddharthDwivedi1,This is super awesome! 😍,super awesom
2023-09-12 18:18:39,@stevenfetzer4911,"The world still suffering from poverty,  depression,  cancer and heart disease but let&#39;s spend billions on a a satellite.",world still suffer poverti depress cancer heart diseas let spend billion satellit
2023-09-12 17:47:10,@johnm8693,This is seriously the best engineering animation I have ever seen. I understood the basics of phased arrays but this is mind blowing. I wish I had learning resources like this as a young student. Thank you so much!,serious best engin anim ever seen understood basic phase array mind blow wish learn resourc like young student thank much
2023-09-12 13:11:46,@danmartin540,Thank you for allowing everyone an opportunity to expand their knowledge.,thank allow everyon opportun expand knowledg
2023-09-12 12:15:40,@RkyRickstr,Thank you for the hard work.  Excellent video.,thank hard work excel video
2023-09-12 12:12:51,@acronproject,very good explain. Thanks,good explain thank
2023-09-12 09:54:53,@films3productions849,Am blown away by this video and really appreciate the time you put into its creation. I have subscribed and this going to use it as a knowledge platform for all my technological adventures. Thanks tremendously for this,blown away video realli appreci time put creation subscrib go use knowledg platform technolog adventur thank tremend
2023-09-12 08:19:57,@Infinitiverse,"Great stuff, very well explained!",great stuff well explain
2023-09-12 07:15:07,@justice5237,"hello there your support is badly needed to bring this scandal to the international community, 
<br>for so many years now and employees of Saudi Aramco oil company are suffering from a conflict between 
<br>the big guys with high positions in the company, minor employees pay the price for their fight,
<br>employees being monitored 24/7 for reasons that they don&#39;t understand and being monitored  using 
<br>the Targeted individual program that is only few in this world who knows about. 
<br>it&#39;s a torture tool without evidence and technology that can be denied to exist, 
<br>and when the victim complains about it they immediately call him/her psychopath. 
<br>big entity like this company that is sinking in corruption have many ways to cover their shit with a lot of money. 
<br>Media help is badly needed to investigate this crime. 
<br>no matter how wired this message is what&#39;s happening is real and it&#39;s happening every single day.",hello support badli need bring scandal intern commun mani year employe saudi aramco oil compani suffer conflict big guy high posit compani minor employe pay price fight employe monitor reason dont understand monitor use target individu program world know tortur tool without evid technolog deni exist victim complain immedi call himher psychopath big entiti like compani sink corrupt mani way cover shit lot money media help badli need investig crime matter wire messag what happen real happen everi singl day
2023-09-12 05:00:19,@shambles9,"Love the video! Thank you for that. The only issue I have is with your statement &quot;To help become a revolutionary engineer and entrepreneur like Elon Musk you have to be versed in a wide range of fields in science and engineering&quot;. Unfortunately Elon Musk&#39;s science and engineering knowledge is quite poor as far as I can tell, being a professional engineer myself. In fact the only reason he is involved with those companies is because he grew up rich, his father having owned blood diamond mines.",love video thank issu statement help becom revolutionari engin entrepreneur like elon musk vers wide rang field scienc engin unfortun elon musk scienc engin knowledg quit poor far tell profession engin fact reason involv compani grew rich father own blood diamond mine
2023-09-12 00:48:50,@whynotcreatelove,"amazing work. thankyou for your efforts.  Can you do one on the preccession of the Earth, the great year.",amaz work thankyou effort one preccess earth great year
2023-09-11 07:16:38,@Smallwood-pw1mm,You are an amazing teacher❤,amaz teacher
2023-09-11 06:29:13,@Ultrazg4vz,Wtf,wtf
2023-09-11 02:23:44,@LowOutput,Is 64 QAM the only modulation used or will they switch to a lower complexity modulation if environmental conditions result in high vector error rate?,qam modul use switch lower complex modul environment condit result high vector error rate
2023-09-11 01:03:43,@ricksuarez9653,No sign of flat earthers here..??😂😂😂,sign flat earther
2023-09-10 15:00:01,@Shaw-mo9zu,Awesome!!!,awesom
2023-09-10 11:51:35,@DeeegerD,VERY EXPENSIVELY,expens
2023-09-10 09:35:14,@deepakusingh,Mind blowing.❤,mind blow
2023-09-10 01:27:42,@johncapps-xo4my,This is the most interesting video I&#39;ve ever seen in my life!! Thank you!!!,interest video ive ever seen life thank
2023-09-09 23:04:11,@MM-nj2hi,Where is the power button?,power button
2023-09-09 20:12:41,@frederikanandavimalkrups9691,Knowledge is power and sharing this knowledge is empowering anyone interested and thereby levelling the playing field. Thank you!,knowledg power share knowledg empow anyon interest therebi level play field thank
2023-09-09 17:09:50,@vasumittal9464,"The sheer simplicity through which all these (relatively) hard concepts are explained is mind boggling.<br>Also, as a side note, the quality of the animation is amazing as well.",sheer simplic rel hard concept explain mind bogglingalso side note qualiti anim amaz well
2023-09-09 10:42:35,@johnpyaso1846,Impressive technology watching from Papua New Guinea 🇵🇬,impress technolog watch papua new guinea
2023-09-09 09:12:46,@loveiphone,"So, what is the real Starlink Latency?",real starlink latenc
2023-09-09 00:31:39,@Carpenter93,How does it work?  Not very well is how.,work well
2023-09-09 00:01:08,@markrindt8730,"Satellites work by hanging from a weather balloon. The record hang time is 250 day&#39;s. Only near by satellites Earth has are the Sun, and Moon.. everything else falls to the ground.",satellit work hang weather balloon record hang time day near satellit earth sun moon everyth els fall ground
2023-09-08 22:15:10,@ossoss55,Amazing,amaz
2023-09-08 15:39:19,@billybuck2713,Insane video!!,insan video
2023-09-08 12:46:16,@jimsjacob,"Great production, thank you!",great product thank
2023-09-08 09:56:21,@daspotz5134,This is so increddibly well done!!! I am immediately subscribing,incredd well done immedi subscrib
2023-09-08 09:38:09,@ClintochX,Elon musk and his team is an alien 👾. What a knowledge 🤯.<br><br>And hands off to branch education for this incredible Free knowledge sharing,elon musk team alien knowledg hand branch educ incred free knowledg share
2023-09-08 05:31:25,,Outstanding video. Thanks!,outstand video thank
2023-09-08 04:47:18,@junktrunk909,"It&#39;s been a while since the days of 2.5G cellular and first gen WiFi  when I learned the core concepts here as an engineer implementing this stuff, so I was super excited at how much you&#39;ve just caught me up on current concepts like beam forming and 64QAM in under 30 minutes using an incredibly well explained approach (simplifying where helpful without omitting important information). My quickest subscribe ever! Amazing work. Thank you!",sinc day g cellular first gen wifi learn core concept engin implement stuff super excit much youv caught current concept like beam form qam minut use incred well explain approach simplifi help without omit import inform quickest subscrib ever amaz work thank
2023-09-07 15:08:47,@JoseLopez-xu8ue,Use green wire for satellite in hardware,use green wire satellit hardwar
2023-09-07 14:21:53,@ferlezcano,This is just overwhelmingly impressive!,overwhelmingli impress
2023-09-07 14:00:04,@SunDistribution,👍,
2023-09-07 13:41:57,@KDG860,Great job on this Video. Would be interesting to see how many dishes communicate to the satellite and vice versa.,great job video would interest see mani dish commun satellit vice versa
2023-09-07 05:10:26,@XPJV,Firmament &amp; less 33⁰ brainwashing...,firmament less ⁰ brainwash
2023-09-07 00:49:23,@DaB0sss1,"Wow, great intuitive explanation. Thanks!",wow great intuit explan thank
2023-09-06 21:22:48,@qcjoey2000,Great video!!,great video
2023-09-06 14:04:02,@vonPlettenberg,"Ah, this was amazing. Thanks!",ah amaz thank
2023-09-06 13:46:56,@tasnim_hasan_prottoy,"এইমাত্র <a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=438"">07:18</a> (06.09.2023) ইলন মাস্কের তৈরি স্টার লাইন স্যাটেলাইট এর লিংক সরাসরি বাংলাদেশের আকাশ দিয়ে গেল। এই প্রথমবার আমার দেখার সৌভাগ্য হলো।<br>যে যে দেখেছেন তারা কমেন্টে জানান।",এইমতর ইলন মসকর তর সটর লইন সযটলইট এর লক সরসর বলদশর আকশ দয গল এই পরথমবর আমর দখর সভগয হলয য দখছন তর কমনট জনন
2023-09-06 07:25:41,@divyanshbh4rdwaj,cool,cool
2023-09-06 05:33:40,@jjmccee5665,Very cool and very interesting. I feel like I know secret  information now! Thanks  for putting it together. Good stuff.,cool interest feel like know secret inform thank put togeth good stuff
2023-09-05 06:34:54,@mr.ankandey,Most satisfied &amp; detailed video on future satellite internet technology. ❣️❣️❣️,satisfi detail video futur satellit internet technolog
2023-09-04 19:11:16,@BMGD_QUOTES,"Inspiration from all great India&#39;s scientists.
<br><a href=""https://www.youtube.com/watch?v=JYCj4ZqjJeE"">https://youtu.be/JYCj4ZqjJeE
</a><br><a href=""https://www.youtube.com/@BMGD_QUOTES"">https://www.youtube.com/@BMGD_QUOTES</a>",inspir great india scientist httpsyoutubejycjzqjje httpswwwyoutubecombmgd_quot
2023-09-04 05:22:11,@rajeebsenapati,It was very interesting and the level of work in this video is just commendable.,interest level work video commend
2023-09-04 01:10:24,@cherjohn2118,Who cares?,care
2023-09-03 22:21:54,@notmuch_23,"Honestly, after the video explained the constructive and destructive interference that forms the bean, and then started the phase shifting, I put the two together before the video did on how that steers the beam. Still, very educational!",honestli video explain construct destruct interfer form bean start phase shift put two togeth video steer beam still educ
2023-09-03 19:30:06,@BaldmanB,Mind blown. Subscribed. <br><br>I would love to see deeper videos about this technology from you guys.<br><br>Thank you.,mind blown subscrib would love see deeper video technolog guysthank
2023-09-03 17:52:19,@HassanT1357,One of the best videos I&#39;ve ever seen. I love seeing complex engineering systems like this being broken down and the Science behind them being explained! Thank you for this gem of a video. I have no words.,one best video ive ever seen love see complex engin system like broken scienc behind explain thank gem video word
2023-09-03 17:37:08,@greenercollection1566,This is one of the coolest videos ever made for youtube,one coolest video ever made youtub
2023-09-03 17:31:36,@greenercollection1566,Amazing!,amaz
2023-09-02 17:48:54,@ansumanpattanaik8224,This video is very good.,video good
2023-09-02 15:51:46,@kenwhitney9146,"Didn&#39;t understand a single thing, but WOW, this is just beautifully incredible!! How did you come up with such a complicated system that operates so fluidly and accurately? Astounding. My biggest regret is that I didn&#39;t go to  college.",didnt understand singl thing wow beauti incred come complic system oper fluidli accur astound biggest regret didnt go colleg
2023-09-02 09:02:14,@tapiomith9403,"Just wow..genius can ,no question .. multiple deep science collaboration",wowgeniu question multipl deep scienc collabor
2023-09-02 08:04:41,@mums2109,If I could like this video 100x I would. Thank you!,could like video x would thank
2023-09-01 22:37:33,@Rufat18,Amazing work,amaz work
2023-09-01 22:24:15,@JJ-us3zj,Really loved this video. Thank you.,realli love video thank
2023-09-01 16:49:15,@ethiopiaabrish7782,❤❤,
2023-09-01 12:26:13,@KN-xl6lw,Each satellite points directly at a dish?  How is that supposed to scale 🤔,satellit point directli dish suppos scale
2023-09-01 08:41:19,@sakethsaiyenigalla5674,Amazing 🤩,amaz
2023-09-01 02:11:09,@derrierelobscurite7358,Moment of silence for those who belive that all numbers comin out of nowhere’s in this video is real!,moment silenc beliv number comin nowher video real
2023-08-31 22:50:08,@manius8118,Is it free,free
2023-08-31 12:43:08,@markmatthews3950,"Wow, a month to churn out 30 min of pure fascination, half of it I don&#39;t understand, but omg I&#39;m trying to..thank yous so much",wow month churn min pure fascin half dont understand omg im tri tothank you much
2023-08-31 10:02:26,@kylechung912,Awesome video! That&#39;s very informative and constructive to my knowledge. Thanks for making such a nice video and keep up with creating more video,awesom video that inform construct knowledg thank make nice video keep creat video
2023-08-31 03:14:07,@JohnChilds-p6y,This is an amazing and beautiful video. Kudos to the creators! Thank you VERY much. Electromagnetic interference ROCKS. :-),amaz beauti video kudo creator thank much electromagnet interfer rock
2023-08-31 00:57:57,@JasonRobinsonidaho,Y&#39;all kept my 13yr old daughter (and me) enthralled with this video!,yall kept yr old daughter enthral video
2023-08-31 00:42:03,@JohnDoe-lg2rg,thanks,thank
2023-08-30 21:28:29,@Alwsmith,First time viewer - Subscribed,first time viewer subscrib
2023-08-30 16:23:42,@EloyRodriguezVilla,An incredibly simple explanation of such a complex topic. This video is simply brilliant. Your work is magnificent.,incred simpl explan complex topic video simpli brilliant work magnific
2023-08-30 12:50:35,@gamilifestudio,Very complex,complex
2023-08-30 08:36:42,@StormChasingwithMatthew1,Guess what i&#39;m watching this video on,guess im watch video
2023-08-30 07:46:17,@JonathanCreaser,"TV and radio satellites are geostationary,  i.e. they remain in the same position to provide a given footprint on the earth. Your animation showed these as moving, which is incorrect.",tv radio satellit geostationari ie remain posit provid given footprint earth anim show move incorrect
2023-08-30 04:44:55,@koertdubois6781,Thanks!!!,thank
2023-08-30 00:37:31,@joshwilson8501,mind is blown,mind blown
2023-08-30 00:05:35,@anthonyojah588,This is absolutely awesome technology. Thumb up guys.,absolut awesom technolog thumb guy
